title,text,rating,parent_asin,sentiment,cluster
"Comfortable, awesome sound","Can blast music and can't hear it from the outside. Nice design, very comfortable. Only thing I would be wary of is these definitely slide off the head easily if you're moving around, at least for me. I wear these when I'm working, chilling, and that's it. I wouldn't expect to wear them working out or anything like that. Haven't tried the bluetooth much so I wouldn't be able to comment on the battery life, but the pairing was very easy. Just download the app on your phone and you're ready to go. I just wish the sound went a little louder ;)",5,B07X5F81JS,positive,2
Everything that I expect it to be.,The quality of the screen is great. Love the size. Very happy.,5,B08YFJYD5Z,positive,0
I would recommend these,"Great for backyard dinner party...sturdy set with beautiful warm light bulbs. It didn't look like I was putting up Christmas tree lights, they were exactly what I needed.",5,B0C6LBN6BX,positive,3
Does not work on MacBook pro,This does not work on MacBook pro 2015 so it's basically useless. A complete rip off.,1,B08V919NQ5,negative,1
Works good for new iPad pro,This works great for iPad pro to connect to my own wired headsets. No issues so far.,5,B07W87RMTG,positive,2
Expensive... and worth it.,This is a great product.,5,B0036FQ23A,positive,3
Easy to use and set up,"Nothing to download. No complicated set up. Built-in microphone. Tripod a nice bonus, but fits perfectly on my laptop.",5,B088D3Y2YC,positive,1
Great mouse for the price,"My wrist stopped hurting after I bought this mouse (Oct 2017). It just pooped out on me, so I got 1.5 years out of it. Not bad for the price!",4,B0043T7FXE,positive,0
"Good price, comfortable, easy install, light weight.","The peach & black is my fav in this pack, wish the black rose was more vivid. Very comfortable, easy install, light weight, have already been getting compliments. Will order more.",5,B07M6QR1Q3,positive,3
Quiet cooling fan,"Recently I purchased a X360 Spectre HP Laptop and it gets really hot. I am going to be using it for online schooling, so I will be putting in lots of hours on it. Honestly, I have already put lots of hours on it and school hasn't even started yet. My laptop is a 13 inch and it is a good fit with this cooling pad. You just plug the cooling pad into your laptop and it powers right up. There are two USB ports on the cooling pad as well. So far, I haven't had any issues with it. I always have a blanket on my lap and then I put the cooling pad on top of that, then the laptop. It doesn't hurt my legs at all. The cooling pad is adjustable, but I haven't even used that part yet. I have placed the cooling pad on top of my laptop bed desk tray, and it works great. The cooling pad has a stand to keep your laptop from falling off. You can turn off the decorative lights at the front, but you can't turn off the lights around each fan. Once your laptop is on the pad, it doesn't really make much of a difference. The fans are really quiet. My husband fell asleep when I was up in bed on my laptop. He said it didn't bother him at all. This does do what it is supposed to. After using it, I saw a difference immediately, my laptop cooled down and was not warm to the touch. I would purchase this again.",5,B0CB11SDN1,positive,0
These guys are fairly affordable and work great! I never have any issues when doing my ...,These guys are fairly affordable and work great! I never have any issues when doing my studio work and I've saved a bunch of money on gear. Good brand!!,5,B015ZALVI4,positive,2
It Did the Trick,"It's made well, does the job it's supposed to do and I have nothing negative to say about it. Easy to install and no issues whatsoever. Inexpensive and just fine.",5,B00108UNEY,positive,3
Very nice entry level camera,"I have DSC-F717, which is an excellent &quot;heavy&quot; camera. I got a DSC-P32 for everyday use. It has excellent price/quality ratio. However it lacks some important features that you can find in more expensive models like a zoom. The camera is very durable and an excellent choice for party pictures... It is also an excellent present ...",4,B00008LUMV,positive,1
Fried a water Pik with an American plug in France.,"Don't trust any of these converters. What the heck as happened. I used to be able to travel all over the world and use my American iron, electric tooth brushes, etc. Now everything gets fried.",1,B0CB5LX6MT,negative,4
This is Okay.,It is a little hard for me to handle. It is well made and looks very durable. If it was bolted down it would probably work great.,4,B0BLMPQL2D,positive,3
